state_county,Population,Race_White,Race_Black,Race_Asian,Race_Native,Race_Hispanic,Race_Multi,Alone_65,Under18,Over65,UnderHS,Ed_HSDiploma,Ed_SomeCollege,Ed_Assoc,Ed_Degree
"AR, Sharp",17442,94.02,0.52,0.28,0.94,1.66,1.69,7.77,114235856.0,127074040.0,87768493.0,216880805.0,130511858.0,41526437.0,53938862.0
"AR, St. Francis",24994,47.9,58.27,0.53,0.51,4.6,1.64,4.78,368947931.0,190471026.0,282301981.0,587343004.0,400870018.0,128625622.0,162234554.0
"AR, Stone",12506,95.25,0.09,0.36,0.66,1.26,1.6,7.44,40304337.0,44589643.0,36863436.0,68221731.0,44214338.0,19158942.0,27135394.0
"AR, Union",38682,66.5,35.35,0.51,0.33,3.77,1.35,4.81,1398439400.0,900621401.0,871293869.0,2056510736.0,1223223092.0,416718865.0,1220230266.0
"AR, Van Buren",16545,98.41,0.39,0.34,0.68,2.87,2.05,7.39,92605178.0,102706066.0,67366607.0,192957221.0,95506840.0,31288084.0,65778949.0
"AR, Washington",239187,62.94,2.44,1.83,0.9,13.15,2.38,2.93,346889667508.0,132321982109.0,205242384628.0,352027162689.0,281126287767.0,74184752177.0,455824028473.0
"AR, White",78753,87.65,3.85,0.52,0.54,3.66,1.8,4.16,11683393440.0,6872475049.0,7621680689.0,19201500545.0,8182344559.0,3650518137.0,10186842305.0
"AR, Woodruff",6320,79.76,31.47,0.24,0.27,1.38,1.65,6.49,5811619.0,4497501.99,4617329.0,11052036.99,4289826.0,1737494.0,3546910.0
"AR, Yell",21341,79.75,1.35,1.3,0.6,19.82,1.82,3.84,255409728.0,149702633.0,211869820.0,389263041.0,199072049.0,47183457.0,124562295.0
"AZ, Apache",71887,20.27,0.22,0.26,71.45,5.72,1.98,3.6,11769012554.0,4294392795.0,7280313512.0,11976239052.0,10488963158.0,2833988980.0,4569832867.0
"AZ, Arizona",7278717,50.77,3.28,2.34,3.54,26.04,3.0,3.93,9829566076715216.0,5321616966186434.0,4959399910526347.0,9200564337116234.0,9712274271998680.0,3327078807447130.0,1.136311708557427e+16
"AZ, Cochise",125922,60.99,3.92,1.91,0.79,33.79,4.19,6.12,45983415244.0,34482804100.0,25190983202.0,48127193221.0,57442799525.0,22764962395.0,46141978744.0
"AZ, Coconino",143476,51.74,1.04,1.25,24.82,12.66,2.87,2.66,69850251834.0,26196932759.0,28000210865.0,65092975059.0,70546037261.0,24914463924.0,106798920212.0
"AZ, Gila",54018,65.34,0.36,0.47,14.1,17.75,1.98,6.96,3373143747.0,3661436732.0,2155193418.0,4390338879.0,4864505101.0,1399154249.0,2952959872.0
"AZ, Graham",38837,50.17,1.63,0.5,13.06,29.15,2.7,3.01,1664272252.0,670746448.0,863659925.0,1682522535.0,1807259988.0,616749037.0,887641772.0
"AZ, Greenlee",9498,42.68,0.83,0.46,1.5,42.54,3.37,2.53,25006809.0,10320242.0,10230011.0,29742892.0,26332920.0,7803367.0,11574168.0
"AZ, La Paz",21108,60.9,0.54,0.43,10.43,22.77,3.61,7.91,168817985.0,306759609.0,216892510.0,292903051.0,256769110.0,60906290.0,112946375.0
"AZ, Maricopa",4485414,49.94,3.96,2.86,1.32,25.16,2.94,3.39,2382382120358962.0,1093729891108361.0,1107640125362869.9,2020840767221184.0,2176325961545789.0,768638019334297.9,2950732080603066.0
"AZ, Mohave",212181,75.11,0.81,0.95,1.79,13.94,2.59,6.69,196880358620.0,222668260228.0,133090419794.0,337628812944.0,281334834192.0,79538205731.0,123667571918.0
"AZ, Navajo",110924,42.53,0.76,0.49,41.07,10.43,2.39,3.79,40617176407.0,18083385100.0,22681440025.0,41381263070.0,40875562773.0,10725513324.0,20819824718.0
"AZ, Pima",1047279,51.72,2.97,2.35,2.25,32.35,3.46,4.79,26407382702381.0,17723631392895.0,13342161501873.0,25555064616436.0,28824715137763.0,9945941040195.0,37196977144769.0
"AZ, Pinal",462789,47.64,3.46,1.32,3.76,23.12,3.09,3.63,2629581342645.0,1373774096602.0,1410740469415.0,2900746614985.0,2738103137130.0,926172568168.0,1935979952533.0
"AZ, Santa Cruz",46498,16.27,0.19,0.51,0.25,84.46,2.05,3.73,3086346598.0,1319940121.0,2352541666.0,2881166269.0,2145632541.0,619647692.0,2053960804.0
"AZ, Yavapai",235099,73.57,0.47,0.72,1.19,12.22,2.28,7.44,247931545074.0,312643464062.0,116307902214.0,335785657471.0,386497297001.0,124582051652.0,336255467557.0
"AZ, Yuma",213787,32.29,1.48,0.95,0.92,54.69,3.51,3.82,275449607927.0,153015372912.0,261349651917.0,251194027576.0,242126179284.0,75623296670.0,146822361166.0
"CA, Alameda",1671329,30.79,11.02,23.37,0.25,20.34,5.44,3.19,105276818197934.0,51868145424206.0,53954770866994.0,82004659434688.0,80171948644630.02,29331752584252.0,221395988030772.03
"CA, Alpine",1129,75.47,0.0,0.62,18.6,7.44,2.48,5.49,31351.99,20389.99,12745.97,40407.0,33779.98,7271.04,49710.01
"CA, Amador",39752,76.29,2.36,1.0,1.38,11.96,3.41,5.75,1054007584.0,1297203960.0,627031750.0,1725601723.0,1855021912.0,863748947.0,1210291777.0
"CA, Butte",219186,75.47,1.43,4.07,1.55,14.2,4.76,4.91,221029141650.0,161850388004.0,113250591852.0,236907188100.0,311392285352.0,104867174491.0,286611962250.0
"CA, Calaveras",45905,82.94,0.77,1.15,1.15,10.25,3.92,5.89,1898017050.0,2030353820.0,950378560.0,2708894446.0,3193566322.0,1048155751.0,1772213020.0
"CA, California",39512223,37.85,5.48,12.09,0.41,35.47,4.59,3.14,1.5390933389918162e+18,7.032329369668042e+17,1.0296915842867736e+18,1.2638389780136758e+18,1.2991188635382067e+18,4.832666905325067e+17,2.0927944349468252e+18
"CA, Colusa",21547,39.56,0.78,1.24,1.37,54.78,3.55,4.11,299409786.0,116532640.0,287617328.0,262267929.0,206694338.0,93690234.0,150099634.0
"CA, Contra Costa",1153526,43.43,8.11,12.91,0.26,22.15,5.39,3.42,38111815045223.0,19078860763623.0,16168656872308.0,26484305736897.0,32916267475055.0,12912757330481.0,65008746733473.0
"CA, Del Norte",27812,66.56,3.48,3.37,6.96,18.31,4.67,4.56,461474504.0,291302888.0,429064624.0,667459354.0,559477873.0,176901007.0,318375645.0
"CA, El Dorado",192843,75.03,0.67,3.19,0.81,11.34,3.59,4.14,163078670306.0,105061012961.0,47255328641.0,152491126783.0,191319559584.0,80133613818.0,245953071047.0
"CA, Fresno",999101,30.48,4.5,8.69,0.6,46.85,4.23,2.95,29749637930179.0,10012972368065.0,23974835049370.0,22651018481337.0,23336484353026.0,8651523561856.0,21116780762135.0
"CA, Glenn",28393,55.36,0.68,2.37,1.68,37.12,3.57,3.54,640254200.0,304165123.0,576083749.0,623486146.0,554317391.0,211053403.0,323996782.0
"CA, Humboldt",135558,76.69,1.03,2.11,5.14,9.75,5.29,5.29,50069008823.0,32806622029.0,23738079212.0,55241845169.0,68693056749.0,25663881227.0,75765967558.0
"CA, Imperial",181215,13.2,2.82,1.21,0.91,77.41,4.26,2.29,174243077250.0,61888146315.0,180140938695.0,144724212045.0,140826237528.0,38831971589.0,90566337013.0
"CA, Inyo",18039,68.16,0.57,1.27,10.51,19.94,3.55,7.07,123458916.0,111874451.0,67033465.0,167811586.0,145716517.0,46956058.0,159448705.0
"CA, Kern",900202,35.97,5.04,3.68,0.65,45.88,4.21,2.54,22074386611685.0,6550817601692.0,18897355958813.0,20277810423623.0,16275505436076.0,5549046071090.0,11949379136943.0
"CA, Kings",152940,35.23,6.74,3.49,0.85,50.91,4.9,1.97,99487424118.0,28117892060.0,95321551105.0,90430566610.0,89553417475.0,29954057582.0,52476908917.0
"CA, Lake",64386,74.45,1.84,1.08,2.38,17.22,4.76,7.04,5642517331.0,4721789161.0,3796915820.0,8146019497.0,7728561921.0,2873285773.0,4146386288.0
"CA, Lassen",30573,76.11,9.13,1.1,3.27,20.01,3.96,3.9,515211304.0,284618732.0,481094282.0,985462872.0,773471219.0,247697554.0,369957453.0
"CA, Los Angeles",10039107,27.18,8.12,13.21,0.19,46.7,4.37,2.92,2.4758203784992976e+16,1.0977790636190578e+16,2.111234446757716e+16,2.085362270996664e+16,1.920137523450054e+16,7085978852102948.0,3.2924482788908308e+16
"CA, Madera",157327,36.47,3.18,1.61,1.14,51.48,4.0,2.44,110593450446.0,44548261792.0,109296456097.0,97039372264.0,95833961108.0,30578355762.0,56666735819.0
"CA, Marin",258826,71.02,2.56,5.25,0.21,15.09,4.13,6.53,358742958685.0,289909812000.0,116189012831.0,182295632078.0,295778215311.0,108109911948.0,1031525852172.0
"CA, Mariposa",17203,88.31,0.75,1.17,2.67,9.74,4.33,7.32,90410711.0,106598734.0,47913280.0,124000256.0,158566416.0,53595258.0,125036049.0
"CA, Mendocino",86749,69.45,0.63,1.62,4.02,22.48,4.58,6.31,14460034662.0,10027580627.0,8787396971.0,16348907388.0,18757784849.0,5430320842.0,15958339968.0
"CA, Merced",277680,29.39,3.16,6.55,0.41,50.59,4.3,2.38,675511841659.0,200622575431.0,661092985550.0,540653128642.0,488737537142.0,155345826792.0,295262703154.0
"CA, Modoc",8841,86.52,0.87,0.79,3.31,15.18,4.2,7.51,15155861.0,13592595.0,10512922.0,22800232.0,18087005.99,7206653.0,10497361.0
"CA, Mono",14444,67.07,0.29,1.32,1.65,26.05,2.87,3.54,63214599.0,29228878.0,34444607.0,72915912.0,84515599.0,22615404.0,86852350.0
"CA, Monterey",434061,31.43,2.6,5.48,0.31,52.99,4.92,2.99,2187635180586.0,875065374315.0,2329375234836.0,1661314771132.0,1495627940465.0,671301093680.0,2020459915684.0
"CA, Napa",137744,55.88,1.77,6.52,0.39,31.95,4.05,4.97,60293700383.0,39438129282.0,37853848759.0,46490544945.0,59821263257.0,23811628968.0,93368147776.0
"CA, Nevada",99755,85.69,0.34,1.13,0.79,8.46,3.13,6.04,19208531515.0,19267242321.0,5598466071.0,18229346411.0,27944566662.0,10521255615.0,36973163274.0
"CA, Orange",3175692,41.83,1.39,16.77,0.2,31.9,4.02,3.0,783698811240211.0,372152353685951.06,465310705960440.94,551568887759219.06,638484612877897.0,247469238374436.0,1299858186408781.0
"CA, Placer",398329,66.6,1.11,5.01,0.52,11.22,3.79,4.44,1543375840205.0,971400805612.0,345384133026.0,1136286502040.0,1625025358458.0,703636077265.0,2509794529916.0
"CA, Plumas",18807,90.47,0.96,0.68,2.45,8.53,3.85,6.7,119728559.0,138085696.0,32575981.0,173349949.0,219189943.0,82412838.0,157680897.0
"CA, Riverside",2470546,35.18,5.3,5.1,0.44,40.28,4.24,2.93,427043694988611.06,178085275737764.0,270806857019040.0,404951723691988.94,373977797280628.94,121835741538088.98,336349728806533.0
"CA, Sacramento",1552058,44.27,9.02,12.82,0.51,19.73,6.02,3.39,95674129013084.02,41798955787844.0,45895263076012.0,83827478212774.02,92621591159746.0,36187701308418.0,115340499169613.98
"CA, San Benito",62808,33.68,0.57,2.07,0.37,49.65,4.3,1.88,7202497979.0,2403199265.0,4843480373.0,6133444895.0,6413134572.0,2498270478.0,4888057095.0
"CA, San Bernardino",2180085,31.08,7.83,5.69,0.39,45.92,4.7,2.17,302761468501778.0,92320667934923.0,207318705547339.0,272534322720158.0,252431053590456.97,86382556336076.0,217478228006063.0
"CA, San Diego",3338330,44.93,4.39,9.83,0.42,29.7,4.75,3.04,870569666620597.0,422263103987420.94,467051522804905.94,678330181481480.0,830271345585535.0,301036036369358.0,1443695152204158.0
"CA, San Francisco",881549,38.28,5.31,30.14,0.21,13.81,4.27,4.55,9145793821780.0,9344427898132.0,7902154855475.0,8255903816714.0,9142063600080.0,3431256081812.0,39776319139363.01
"CA, San Joaquin",762148,32.27,6.37,12.41,0.42,34.95,5.75,2.66,12966925760351.0,4599731896703.0,9171640140206.0,12544865925513.0,10073614411210.0,4174535365556.0,8306202558388.0
"CA, San Luis Obispo",283111,67.71,1.81,2.86,0.48,19.77,3.57,4.58,427970739441.0,345141831815.0,198423890494.0,451888050148.0,580724114668.0,235381902550.0,802768751435.0
"CA, San Mateo",766573,39.61,2.45,22.95,0.15,23.81,4.98,3.41,10018339815666.0,6036236896874.0,4689085577066.0,6692859311942.0,7533117409112.0,3166642982896.0,22964801907464.0
"CA, Santa Barbara",446499,45.49,1.62,4.39,0.41,40.69,4.35,3.79,2058904413312.0,1142061469091.0,1696186360652.0,1585740171552.0,1882748721123.0,695990433917.0,3040798971135.0
"CA, Santa Clara",1927852,32.52,2.2,29.33,0.21,24.86,4.53,2.53,172750046074236.0,79174270537973.0,83301569633706.0,101001197314528.0,107833819273746.0,48919923007511.0,375451163998499.06
"CA, Santa Cruz",273213,57.24,0.84,3.9,0.36,30.78,4.51,4.11,430726023777.0,226578475208.0,278636138711.0,316481327526.0,434211962104.0,177193116253.0,832885276039.0
"CA, Shasta",180080,81.1,0.8,2.39,2.31,8.26,4.35,5.27,130636203342.0,98752201970.0,52041747790.0,148241801976.0,185742475138.0,68512340002.0,129439580746.0
"CA, Sierra",3005,95.01,0.17,0.4,1.36,8.95,2.63,7.09,462348.99,566172.01,207676.01,858768.99,921963.99,238386.99,486720.0
"CA, Siskiyou",43539,81.96,1.27,1.21,3.56,10.6,5.45,7.7,1714231440.0,1614330770.0,806217758.0,2103406969.0,2475901400.0,955025788.0,1912894673.0
"CA, Solano",447643,37.67,13.12,13.19,0.42,22.2,7.01,3.09,2203044544488.0,1016308867950.0,1037870210792.0,2136637202322.0,2458434276491.0,922969881493.0,2414149357380.0
"CA, Sonoma",494336,64.74,1.37,3.6,0.73,24.36,4.35,5.47,2657600624801.0,1681545636680.0,1354190158280.0,2264974429819.0,3015233313170.0,1156300882811.0,4289246304899.0
"CA, Stanislaus",550660,43.66,2.37,4.49,0.52,39.16,5.05,2.78,4775482809418.0,1779939176972.0,3522490533333.0,4896045642415.0,4164026702031.0,1264909076105.0,2850025268204.0
"CA, Sutter",96971,49.27,1.77,13.86,0.95,28.1,5.46,3.39,25130519505.0,11544523612.0,19907884478.0,21277016088.0,23552632605.0,9813362411.0,16633629572.0
"CA, Tehama",65084,70.07,0.54,0.96,1.85,21.37,4.15,4.73,7018931262.0,4375288822.0,4262613449.0,8306652696.0,8400266919.0,2281470156.0,4318104067.0
"CA, Trinity",12285,93.76,0.37,0.76,4.54,7.81,5.8,8.07,33896895.0,37247383.0,14156374.0,64548953.0,54135450.0,16374922.0,36190873.0
"CA, Tulare",466195,30.87,1.18,3.05,0.71,57.5,3.95,2.45,3302078061236.0,957481579924.0,2954511488483.0,2588166930776.0,2278743136901.0,828491609831.0,1482265380141.0
"CA, Tuolumne",54478,83.2,2.04,0.97,1.52,10.86,3.71,6.8,2827769934.0,3298471294.0,1498765504.0,4576428748.0,5095802933.0,1681288596.0,3315981613.0
"CA, Ventura",846006,47.38,1.55,6.39,0.28,39.19,4.37,3.15,15585795834335.0,7084472170867.0,9054365255901.0,11597912861098.0,13803637715766.0,5632335383878.0,20462539114602.0
"CA, Yolo",220500,45.46,2.16,11.63,0.5,27.64,5.31,3.0,243577728450.0,105491356425.0,144353522250.0,193985073450.0,212446182375.0,77194370925.0,444097363500.0
"CA, Yuba",78668,53.92,2.7,5.99,1.6,22.95,6.47,3.15,14162735349.0,4892749967.0,8621414137.0,11486760728.0,15030384388.0,5242408773.0,8303936049.0
"CO, Adams",517421,45.41,2.36,2.98,0.48,32.45,3.38,2.31,3956298670607.0,1156703664148.0,2246717158097.0,3963661090236.0,3051925338160.0,1228587690822.0,3361736118804.0
"CO, Alamosa",16233,47.23,0.85,0.8,0.83,43.8,4.16,3.81,106010256.0,48512320.0,56206762.0,121926225.0,107564890.0,34915073.0,107116859.0
"CO, Arapahoe",656590,55.09,8.48,4.36,0.36,16.07,3.71,3.28,7291715557485.0,2850459038898.0,2090497577556.0,5898970211091.0,5781061505723.0,2434265035550.0,12101485275264.0
"CO, Archuleta",14029,67.33,0.24,0.56,1.18,15.31,2.43,5.03,55028893.0,48337200.0,21157415.0,58040077.0,73273467.0,21019651.0,102598566.0
"CO, Baca",3581,92.8,0.56,0.17,1.09,9.72,1.65,7.6,987424.99,1104094.0,632190.0,1284934.01,1155410.0,537292.99,982268.0
"CO, Bent",5577,68.71,8.8,1.0,1.63,35.59,2.26,4.88,2923686.0,2370058.01,2643721.0,8453784.01,3166286.0,1101067.01,1978162.0
"CO, Boulder",326196,71.66,0.69,3.68,0.33,12.04,2.42,3.87,739293814383.0,347780921019.0,172863662372.0,406473272703.0,524113348393.0,212818301346.0,2154581801302.0
"CO, Broomfield",70465,62.95,0.75,4.78,0.35,8.82,2.23,3.13,9173917975.0,3449901572.0,1071515453.0,5057671177.0,6175860532.0,3176809532.0,19505748540.0
"CO, Chaffee",20356,75.74,1.31,0.51,0.7,8.24,1.4,6.08,141547685.0,166824137.0,54572197.0,227818856.0,204531388.0,71602637.0,284959980.0
"CO, Cheyenne",1831,88.31,0.38,0.55,0.6,9.72,0.98,7.48,150526.98,109622.01,51286.02,225634.03,136776.02,82139.0,118007.97
"CO, Clear Creek",9700,86.3,0.52,0.53,0.58,4.42,1.61,6.21,15778893.0,11375481.0,1260806.0,19956489.0,19438994.0,6727435.0,43874167.0
"CO, Colorado",5758736,61.14,3.28,2.35,0.54,18.04,2.99,3.56,4654114343376245.0,2087381246728257.0,1576265836739255.8,4080811600224964.0,4020342112523497.0,1606974812038890.0,7813325053172438.0
"CO, Conejos",8205,42.06,0.15,0.22,0.57,56.31,4.11,7.23,15625438.0,8388300.0,6644655.0,18749163.0,14797388.99,3460377.0,11586116.0
"CO, Costilla",3887,27.94,0.15,0.87,0.75,59.87,3.94,9.21,1226815.0,1344669.0,1118057.01,1438345.0,1906728.99,274965.99,1133138.0
"CO, Crowley",6061,55.58,9.16,0.97,1.5,27.82,1.67,2.94,3016014.01,2347425.0,3096807.0,9477828.0,4536839.99,3140931.0,2013101.01
"CO, Custer",5068,77.23,0.81,0.32,0.45,3.95,1.4,5.21,2234582.99,2917748.99,832166.0,2702004.01,4163463.0,1086478.0,4235378.0
"CO, Delta",31162,82.42,0.44,0.47,0.61,13.94,2.24,5.95,669650190.0,610026377.0,281124867.0,1159749298.0,687226493.0,241602414.0,656346509.0
"CO, Denver",727211,43.04,8.03,2.74,0.48,26.26,3.38,4.09,8252959208812.0,3980335820321.0,4606741871413.0,6478186139098.0,6334924510370.0,2025071074776.0,19012547416701.0
"CO, Dolores",2055,91.34,0.15,0.1,2.68,3.99,2.43,7.3,194258.98,163003.02,53203.99,314189.0,213678.98,77700.0,209034.99
"CO, Douglas",351154,69.28,0.92,3.01,0.23,6.09,2.11,2.19,1319802297599.0,308729073148.0,81162069512.0,521388002267.0,857109444136.0,358213027635.0,2512176939748.0
"CO, Eagle",55127,63.68,0.44,0.94,0.24,28.46,2.01,1.96,4107797777.0,943301250.0,1967439631.0,2546974346.0,2741165268.0,1595771743.0,7901667685.0
"CO, El Paso",720403,62.18,4.97,2.29,0.51,13.0,4.41,3.13,9773077155579.0,3727525418872.0,2150291832837.0,7636019327565.0,8989987510499.0,4210384858840.0,14400774218668.0
"CO, Elbert",26729,78.59,0.59,0.62,0.47,4.62,1.64,2.43,484247155.0,181396091.0,62513518.0,460813306.0,462885338.0,239480079.0,684004198.0
"CO, Fremont",47839,78.7,3.77,0.57,1.43,12.06,1.84,4.75,1920338786.0,1927891129.0,1087070473.0,4306859538.0,2563884801.0,969438199.0,2021264725.0
"CO, Garfield",60061,64.57,0.39,0.57,0.49,26.6,2.43,2.67,5845307093.0,1813401352.0,2582844024.0,5856850817.0,4427629051.0,2083950932.0,6714672651.0
"CO, Gilpin",6243,79.24,0.45,1.2,0.54,4.28,1.55,4.77,4291126.0,2299547.0,374142.99,5214840.0,6933663.0,2178682.0,9626830.99
"CO, Grand",15734,84.61,0.32,0.77,0.33,7.09,1.53,3.78,79194100.0,39856897.0,21166321.0,104271735.0,86101011.0,30127935.0,147842014.0
"CO, Gunnison",17462,78.22,0.26,0.54,0.35,7.19,1.73,3.88,96599086.0,46957937.0,13965409.0,84737673.0,103154844.0,31284919.0,299310903.0
"CO, Hinsdale",820,95.85,0.37,0.37,0.85,2.93,1.83,5.12,10963.05,9619.02,3428.05,12570.98,11160.0,2820.98,25149.02
"CO, Huerfano",6897,60.19,0.32,0.28,0.78,34.33,3.77,9.25,5808102.0,8257916.01,2492576.0,9723046.01,10270047.01,3382150.99,6935484.99
"CO, Jackson",1392,87.57,0.0,0.07,0.93,10.78,1.15,5.89,50376.01,49792.03,34104.02,75960.99,87194.97,18596.98,54065.01
"CO, Jefferson",582881,73.28,0.86,2.35,0.45,13.12,2.5,4.07,4412200725926.0,2497198388317.0,1086079655083.0,4017716704157.0,4204681269817.0,1549227210201.0,8945692302306.0
"CO, Kiowa",1406,92.75,0.21,0.0,0.21,5.55,1.49,7.82,62468.99,59699.0,12063.02,99038.98,69583.0,37962.02,59501.99
"CO, Kit Carson",7097,89.05,3.06,0.48,0.68,22.18,1.59,5.21,7948001.0,5716704.0,3742318.99,13458183.01,8340819.99,3520680.01,6683742.0
"CO, La Plata",56221,73.36,0.31,0.47,4.54,10.77,2.85,4.08,3639346122.0,2070324832.0,791148659.0,3555584703.0,4359692864.0,1205529474.0,7858067078.0
"CO, Lake",8127,52.32,0.27,0.34,0.57,35.17,3.24,3.08,13374766.0,4748850.01,8731568.0,13823864.0,9755326.0,4002548.0,17357484.0
"CO, Larimer",356899,70.9,0.63,1.59,0.36,8.86,2.21,3.67,971949406640.0,539160927239.0,188352215948.0,862443489083.0,927927952883.0,418687856742.0,2148657173031.0
"CO, Las Animas",14506,57.9,1.34,0.68,1.17,44.44,3.66,7.9,63800579.0,54078948.0,37076756.0,89977382.0,83538313.0,34972515.0,59676233.0
"CO, Lincoln",5701,76.21,4.91,0.68,0.67,11.98,1.82,5.23,3796182.0,3110409.0,1683562.01,10094931.99,2951123.0,1465840.99,2330340.99
"CO, Logan",22409,79.23,3.93,0.52,0.79,15.85,1.54,4.43,225069497.0,164508727.0,117104504.0,379735967.0,252437385.0,148590045.0,227429837.0
"CO, Mesa",154210,79.08,0.5,0.69,0.58,12.68,2.52,5.1,86290736086.0,54679018460.0,34672295738.0,101272592269.0,96487909346.0,30824574270.0,103467552641.0
"CO, Mineral",769,88.17,0.26,0.13,0.52,2.73,1.3,3.77,6443.95,10466.06,1184.01,7152.02,12595.97,3368.01,21108.97
"CO, Moffat",13283,85.91,0.24,0.57,0.74,14.94,2.3,4.43,63411847.0,24701332.0,26465713.0,90848016.0,55577932.0,20290314.0,41198287.0
"CO, Montezuma",26183,73.21,0.18,0.45,11.16,10.76,2.58,5.09,421612805.0,300133634.0,178585603.0,525542296.0,444373163.0,115035272.0,531369323.0
"CO, Montrose",42758,74.81,0.28,0.55,0.48,19.01,2.34,6.04,1927703382.0,1391478297.0,858910304.0,2457346301.0,1979808281.0,551947629.0,1969021720.0
"CO, Morgan",29068,59.76,2.6,0.46,0.35,32.7,2.28,4.46,686943115.0,345837402.0,517784505.0,768649775.0,512545870.0,227882656.0,429233785.0
"CO, Otero",18278,58.21,0.51,0.74,0.61,41.56,3.93,6.38,151140234.0,112119080.0,78075756.0,194972157.0,154013352.0,69990849.0,113588997.0
"CO, Ouray",4952,83.66,0.12,0.5,0.28,3.96,1.21,3.63,2182494.99,2128517.99,272211.01,1932369.0,3224692.99,912208.0,5801961.01
"CO, Park",18845,78.76,0.37,0.53,0.62,4.15,2.03,2.62,128345380.0,77703400.0,15483806.0,206830094.0,179129640.0,68398870.0,199407802.0
"CO, Phillips",4265,82.67,0.33,0.61,0.3,19.46,1.41,4.81,1959084.99,1604364.99,891300.0,2568468.0,1460677.0,989564.99,1848110.01
"CO, Pitkin",17767,84.8,0.46,1.15,0.14,8.79,1.36,4.89,98077571.0,64206562.0,17424808.0,95615243.0,75065397.0,31819098.0,340919592.0
"CO, Prowers",12172,64.68,0.44,0.31,0.53,36.29,2.65,6.04,48906853.0,26372099.0,35172576.0,47025183.0,45958429.0,19141931.0,33053918.0
"CO, Pueblo",168424,51.09,1.57,0.67,0.58,39.07,3.48,4.85,116907448792.0,73146228247.0,49352287650.0,139030594677.0,130117795337.0,55346159278.0,103915526279.0
"CO, Rio Blanco",6324,91.02,0.77,0.35,0.7,10.52,2.4,5.52,6150912.0,3139423.01,2051632.01,7970580.0,6914788.0,2599542.99,5750982.01
"CO, Rio Grande",11267,58.58,0.22,0.36,0.92,45.14,3.44,4.81,36115918.0,23218245.0,18533990.0,45941531.0,34656053.0,8898902.0,34998795.0
"CO, Routt",25638,83.12,0.35,0.57,0.27,6.24,1.43,3.25,351856425.0,136851286.0,53439078.0,340945148.0,323066489.0,127780561.0,839972666.0
"CO, Saguache",6824,50.5,0.16,0.69,1.0,35.93,2.52,6.99,7366917.0,4647417.0,5383112.0,9704547.0,7883767.0,1783521.0,7022305.0
"CO, San Juan",728,81.73,0.0,0.96,0.14,11.54,2.2,5.08,7046.98,4767.99,2388.05,9965.93,9696.98,2810.03,13781.04
"CO, San Miguel",8179,79.64,0.23,0.64,0.4,7.7,1.59,4.05,10756857.0,3846502.01,1745971.0,8368671.0,9144695.0,2956790.0,32498111.0
"CO, Sedgwick",2248,90.57,0.31,0.76,0.36,12.86,1.73,6.76,219831.98,271873.0,147558.99,330996.0,291587.99,144524.02,221854.98
"CO, Summit",31011,74.68,0.67,0.87,0.18,12.86,1.4,2.42,520366131.0,229938192.0,212339450.0,535464456.0,500555684.0,172237265.0,1561675506.0
